Call Type,EmployeeID,CallDuration,WaitTime,CallDate,CallTime
1,A166733,723,96,22-01-2019,19:43:00
3,I543040,33,0,21-02-2019,18:39:00
3,S274120,671,0,01-12-2019,19:37:00
2,U641256,74,21,10-12-2019,09:24:00
3,K222775,1325,0,22-03-2019,10:14:00
3,E988252,755,0,01-07-2019,12:48:00
2,A166733,914,21,04-11-2019,11:52:00
3,K915074,911,0,06-03-2019,11:15:00
2,X825147,1394,159,08-02-2019,11:46:00
3,K222775,1407,7,07-02-2019,15:57:00
1,U194381,813,0,09-04-2019,13:56:00
2,C206355,1056,26,29-10-2019,10:34:00
1,V126561,257,17,01-01-2019,11:35:00
3,A475155,677,11,06-03-2019,10:42:00
2,K273930,592,16,12-02-2019,08:36:00
3,U559430,654,17,22-06-2019,18:55:00
2,J549755,1386,15,29-10-2019,17:15:00
3,O856292,1017,30,27-12-2019,17:40:00
3,M855788,972,26,09-05-2019,14:51:00
2,T659609,1028,0,13-03-2019,16:40:00
3,J419954,790,0,13-11-2019,11:44:00
1,T387561,1154,12,28-06-2019,16:50:00
3,K418200,34,17,10-04-2019,18:03:00
1,G727038,1376,0,09-06-2019,08:18:00
3,J419954,879,23,03-09-2019,08:01:00
1,E778362,82,23,18-12-2019,19:12:00
2,N119221,624,9,14-01-2019,18:19:00
3,K399501,237,0,01-09-2019,14:25:00
2,N620104,378,28,29-04-2019,19:43:00
3,E778362,215,0,16-02-2019,14:43:00
3,E988252,1343,0,08-01-2019,13:52:00
1,S704443,1252,5,07-12-2019,09:05:00
3,E137708,1153,5,21-09-2019,10:28:00
2,N470942,1294,0,02-09-2019,12:00:00
2,A475155,821,5,20-02-2019,19:09:00
2,J632516,1241,26,11-10-2019,19:58:00
3,V126561,1119,0,29-07-2019,17:01:00
3,H438047,982,8,18-01-2019,18:40:00
2,D411745,321,146,04-11-2019,12:43:00
1,F533051,1321,0,01-08-2019,19:05:00
3,J632516,614,269,21-04-2019,13:45:00
2,S704443,567,279,09-08-2019,12:25:00
1,E778362,903,2,02-02-2019,10:39:00
3,G727038,110,0,25-09-2019,11:09:00
3,A475155,631,0,28-03-2019,19:59:00
2,V126561,525,27,29-10-2019,11:03:00
2,T387561,427,0,20-11-2019,19:04:00
3,H438047,1225,55,12-03-2019,14:04:00
3,S564705,1473,15,03-11-2019,15:02:00
3,T659609,1042,18,16-08-2019,11:45:00
3,N470942,1147,0,10-09-2019,10:08:00
3,K399501,792,3,23-05-2019,09:28:00
2,N119221,271,29,11-02-2019,10:43:00
3,J173690,1421,14,18-11-2019,08:37:00
1,T659609,1497,0,11-04-2019,17:54:00
2,J632516,1298,19,18-09-2019,09:17:00
2,F533051,1039,8,17-02-2019,11:57:00
3,U194381,537,0,23-06-2019,09:54:00
2,T659609,725,26,05-07-2019,12:27:00
2,N119221,260,17,30-08-2019,19:55:00
1,T387561,38,210,22-12-2019,10:01:00
3,I543040,875,1,26-07-2019,09:01:00
3,B971624,1194,0,01-07-2019,17:34:00
3,E778362,355,154,02-03-2019,09:46:00
2,P203824,868,9,12-03-2019,11:22:00
3,G586239,906,11,26-08-2019,14:18:00
3,J632516,324,20,16-12-2019,18:57:00
1,N772493,928,1,07-02-2019,08:40:00
1,N620104,1226,24,21-09-2019,16:37:00
3,I543040,738,0,27-05-2019,09:48:00
1,P286634,80,0,01-10-2019,16:59:00
3,A166733,1241,0,04-06-2019,16:43:00
2,M163408,1076,0,04-10-2019,10:10:00
3,T659609,419,29,08-06-2019,16:13:00
3,Y193775,950,14,01-12-2019,18:39:00
2,S274120,684,26,27-06-2019,14:23:00
3,E137708,552,0,14-11-2019,18:04:00
3,J192194,226,10,13-03-2019,16:04:00
3,K669566,599,23,20-07-2019,08:42:00
3,L736768,669,0,05-08-2019,12:28:00
2,V828034,1207,24,13-04-2019,15:27:00
2,K915074,685,0,29-01-2019,09:00:00
2,T659609,1326,19,03-05-2019,12:30:00
2,N772493,71,13,30-03-2019,15:32:00
3,O362956,19,1,08-03-2019,09:42:00
2,C319958,544,25,09-06-2019,12:09:00
3,K669566,101,0,30-06-2019,17:58:00
2,V732706,449,0,07-10-2019,13:28:00
1,J549755,699,0,08-08-2019,10:08:00
2,N470942,1086,0,13-03-2019,18:29:00
3,G586239,1072,1,09-11-2019,17:13:00
1,T387561,716,239,11-01-2019,10:21:00
1,T664783,582,21,11-11-2019,18:18:00
3,O362956,440,1,25-11-2019,15:47:00
3,B971624,1114,0,13-06-2019,15:39:00
1,O362956,1046,44,07-11-2019,18:48:00
3,V828034,235,24,10-01-2019,13:25:00
3,X409223,767,0,22-07-2019,10:51:00
3,C319958,103,30,21-10-2019,18:22:00
1,I543040,1104,13,16-08-2019,11:55:00
3,A166733,599,4,12-08-2019,13:34:00
3,S564705,1186,28,08-12-2019,09:48:00
2,K399501,360,0,15-04-2019,12:06:00
2,T398672,586,10,09-03-2019,19:58:00
1,P203824,999,0,06-10-2019,12:57:00
3,T664783,1390,20,13-07-2019,09:43:00
2,U641256,1067,0,25-04-2019,08:37:00
3,T387561,1163,0,06-01-2019,15:43:00
3,O856292,236,15,30-10-2019,08:50:00
3,V732706,1434,13,17-01-2019,10:40:00
2,I992869,530,14,27-05-2019,08:25:00
2,K915074,1155,176,18-10-2019,12:58:00
2,F542348,1066,283,24-06-2019,08:13:00
2,S274120,921,0,11-11-2019,10:52:00
3,I992869,436,6,19-08-2019,09:30:00
3,U194381,1175,7,07-06-2019,15:16:00
3,F533051,585,59,25-04-2019,08:03:00
2,N119221,1305,248,21-06-2019,16:33:00
1,S704443,632,8,13-10-2019,12:38:00
3,V126561,436,22,09-12-2019,10:36:00
2,C319958,467,2,22-01-2019,17:28:00
1,I281837,1268,108,18-01-2019,10:52:00
3,E988252,587,1,28-06-2019,19:25:00
2,P286634,805,155,21-03-2019,08:59:00
3,B861430,1102,0,26-08-2019,18:30:00
1,C319958,580,0,01-12-2019,16:03:00
2,C319958,1234,0,14-05-2019,12:20:00
3,I992869,1185,0,20-02-2019,09:30:00
3,K273930,1378,0,28-09-2019,12:07:00
3,Q921541,1424,0,15-04-2019,09:09:00
3,N620104,103,4,28-04-2019,09:06:00
1,A475155,703,0,26-05-2019,16:58:00
2,X409223,980,23,25-08-2019,09:36:00
3,S564705,281,0,31-08-2019,12:00:00
2,O362956,39,21,14-09-2019,13:52:00
3,E137708,1058,23,19-03-2019,09:15:00
2,T659609,89,0,20-12-2019,15:01:00
3,V828034,40,0,14-05-2019,19:17:00
3,B861430,1187,0,26-01-2019,13:03:00
3,E243130,947,236,25-08-2019,09:45:00
2,D411745,903,19,27-02-2019,19:58:00
3,V126561,642,0,01-11-2019,14:58:00
3,U559430,597,30,09-11-2019,19:57:00
1,J192194,935,0,24-08-2019,11:00:00
3,H438047,1458,0,20-05-2019,17:23:00
3,V228277,1426,0,29-03-2019,11:30:00
1,V126561,879,30,26-11-2019,14:24:00
2,F533051,735,231,15-06-2019,14:37:00
2,E988252,716,249,06-02-2019,18:50:00
2,K915074,109,0,20-06-2019,12:18:00
3,Q921541,1439,0,29-12-2019,10:02:00
3,D774655,867,10,09-09-2019,12:50:00
1,K669566,1250,24,22-05-2019,10:29:00
3,X825147,380,25,16-12-2019,18:53:00
3,K915074,754,265,24-12-2019,10:35:00
3,J173690,196,2,27-01-2019,15:03:00
3,J549755,1034,1,12-07-2019,17:37:00
1,E988252,320,25,27-06-2019,14:37:00
3,X409223,1426,0,15-04-2019,12:28:00
3,U641256,224,0,05-03-2019,09:20:00
2,T398672,466,0,06-11-2019,09:12:00
3,M163408,763,51,04-09-2019,08:21:00
3,F533051,300,24,03-03-2019,09:03:00
2,B651033,393,10,11-09-2019,12:01:00
3,J419954,673,6,13-03-2019,08:45:00
3,V732706,1035,0,19-05-2019,19:25:00
3,B651033,1406,84,04-11-2019,17:35:00
3,V828034,638,6,17-09-2019,10:15:00
2,A475155,1247,20,17-11-2019,13:53:00
1,A166733,761,141,01-02-2019,09:40:00
2,G727038,193,196,12-03-2019,10:36:00
3,M163408,1309,10,17-09-2019,19:45:00
2,X991580,1109,10,06-10-2019,17:43:00
3,D411745,951,0,25-06-2019,16:48:00
1,M794992,623,0,02-11-2019,15:27:00
3,K399501,953,12,24-02-2019,08:33:00
1,J549755,517,0,08-12-2019,19:27:00
3,X825147,45,0,19-12-2019,18:45:00
3,U559430,1240,0,06-10-2019,18:30:00
2,I992869,457,14,25-05-2019,11:25:00
3,I543040,767,1,03-07-2019,17:16:00
3,A166733,963,10,15-08-2019,19:25:00
2,J549755,1400,26,01-02-2019,19:56:00
3,L736768,62,0,01-09-2019,12:17:00
3,J192194,572,16,13-12-2019,14:12:00
3,S704443,964,0,29-05-2019,14:43:00
2,F533051,13,0,22-07-2019,17:00:00
1,G586239,477,20,14-03-2019,08:34:00
3,E243130,507,0,15-12-2019,19:31:00
2,J632516,566,28,21-03-2019,08:18:00
2,V828034,771,0,09-07-2019,13:01:00
2,O856292,172,0,14-08-2019,09:25:00
2,J192194,1140,0,21-01-2019,11:54:00
2,N772493,398,12,05-05-2019,08:38:00
3,H438047,583,3,21-03-2019,17:08:00
2,K915074,113,0,19-07-2019,09:38:00
3,U194381,1204,19,25-01-2019,13:34:00
3,E243130,475,19,12-05-2019,19:58:00
1,N772493,120,22,15-09-2019,18:01:00
3,K273930,773,0,02-10-2019,14:53:00
3,N772493,368,8,14-05-2019,19:35:00
1,H438047,181,16,20-09-2019,12:19:00
3,J632516,1457,0,04-06-2019,16:36:00
1,D774655,275,4,25-07-2019,16:15:00
2,V126561,1189,26,02-02-2019,11:55:00
3,T664783,908,0,09-04-2019,14:52:00
3,J549755,1454,0,26-10-2019,13:35:00
2,J632516,1313,3,09-10-2019,14:52:00
1,J192194,416,167,23-11-2019,18:38:00
3,A166733,1289,0,27-01-2019,15:33:00
3,M794992,1325,0,09-02-2019,09:46:00
3,H438047,1209,28,03-10-2019,08:27:00
3,E988252,44,0,18-05-2019,18:40:00
2,D774655,1178,0,15-04-2019,09:05:00
3,V732706,726,0,02-05-2019,11:10:00
3,S704443,570,28,15-07-2019,12:22:00
3,S704443,759,0,17-08-2019,11:12:00
1,T398672,1350,16,10-06-2019,12:09:00
3,B651033,1439,17,24-06-2019,12:55:00
2,M855788,260,24,26-08-2019,14:21:00
2,E988252,1367,18,12-07-2019,19:18:00
1,A475155,118,0,08-08-2019,15:49:00
3,N772493,122,11,08-07-2019,12:57:00
2,C319958,1001,22,03-11-2019,09:27:00
3,E988252,754,11,14-07-2019,18:42:00
2,T398672,1040,0,07-05-2019,09:45:00
2,J549755,1153,0,19-09-2019,09:19:00
3,J549755,404,0,01-09-2019,12:15:00
3,T387561,396,95,02-02-2019,15:43:00
3,G727038,243,0,01-03-2019,16:45:00
3,V828034,1302,18,19-07-2019,14:31:00
2,P203824,573,7,27-07-2019,10:19:00
1,T398672,1052,8,20-03-2019,12:35:00
1,X825147,894,16,08-04-2019,17:56:00
2,N119221,186,0,15-03-2019,12:17:00
3,P203824,651,0,29-11-2019,17:28:00
3,H438047,1433,29,22-10-2019,18:53:00
2,G586239,168,20,10-03-2019,12:25:00
2,E778362,529,11,05-01-2019,10:42:00
3,U641256,517,10,01-06-2019,12:12:00
1,A475155,1479,100,27-09-2019,17:31:00
3,J173690,1159,12,27-04-2019,08:05:00
2,V126561,1458,0,15-10-2019,16:36:00
3,K669566,62,26,03-04-2019,11:27:00
2,S704443,1287,10,20-05-2019,09:17:00
1,X409223,1495,27,29-09-2019,17:55:00
2,S274120,818,160,15-10-2019,13:32:00
3,V828034,1357,23,08-01-2019,14:52:00
3,A475155,508,185,07-10-2019,16:36:00
2,E988252,854,20,28-05-2019,08:25:00
2,Y193775,1280,0,03-06-2019,12:45:00
2,J632516,1246,6,11-01-2019,17:34:00
2,T659609,959,16,04-09-2019,09:30:00
2,F542348,1426,9,17-05-2019,13:47:00
1,J549755,365,24,16-04-2019,16:32:00
2,U641256,1080,86,17-07-2019,11:21:00
2,D774655,900,0,17-04-2019,09:58:00
3,N470942,517,0,13-10-2019,11:20:00
3,L736768,697,0,23-03-2019,18:45:00
3,J419954,789,192,21-05-2019,18:38:00
2,J419954,1403,104,19-10-2019,08:44:00
2,J632516,720,2,07-01-2019,15:48:00
2,A475155,477,0,10-01-2019,19:19:00
3,A475155,1263,6,19-06-2019,16:57:00
3,I992869,831,23,15-07-2019,14:16:00
2,V228277,769,0,25-04-2019,18:49:00
3,G586239,1438,15,31-08-2019,09:54:00
2,T387561,913,21,06-05-2019,12:28:00
1,F542348,1423,8,23-12-2019,17:29:00
3,N119221,1497,284,06-10-2019,08:28:00
3,J173690,804,0,27-09-2019,11:59:00
2,F533051,657,18,12-12-2019,16:17:00
3,K273930,705,0,19-02-2019,17:54:00
3,C319958,979,84,22-03-2019,18:15:00
2,O856292,168,14,12-10-2019,12:16:00
2,E137708,1295,274,15-05-2019,14:28:00
3,U194381,527,0,20-07-2019,16:59:00
2,C319958,225,0,14-01-2019,09:31:00
3,N620104,1462,5,11-10-2019,14:01:00
2,S704443,1148,54,03-07-2019,10:51:00
1,T664783,292,140,05-01-2019,18:30:00
2,X991580,484,10,21-07-2019,15:07:00
1,G727038,175,0,07-07-2019,14:11:00
3,P203824,932,6,09-03-2019,19:00:00
1,O362956,552,181,05-06-2019,16:48:00
1,I543040,1071,0,04-09-2019,08:34:00
3,E778362,691,61,21-04-2019,18:48:00
3,S704443,1092,17,28-07-2019,15:37:00
1,Q921541,979,21,27-06-2019,08:02:00
3,E988252,171,5,04-12-2019,10:23:00
3,C319958,1238,0,12-10-2019,17:07:00
2,C206355,1140,7,30-04-2019,09:31:00
2,K915074,1008,0,23-09-2019,09:29:00
3,J173690,1444,30,03-12-2019,16:40:00
1,A166733,107,0,14-12-2019,10:18:00
3,K915074,1020,0,28-03-2019,12:18:00
3,C206355,1483,0,07-06-2019,15:03:00
2,K669566,437,0,17-04-2019,10:51:00
3,G586239,1074,0,09-10-2019,14:09:00
3,M163408,790,16,07-09-2019,17:27:00
2,O856292,1370,0,25-05-2019,13:33:00
1,S274120,1399,0,26-12-2019,10:37:00
2,E243130,543,0,07-04-2019,13:52:00
2,T387561,567,0,20-08-2019,14:43:00
2,I281837,1378,147,19-05-2019,12:24:00
3,V828034,885,11,18-06-2019,10:22:00
1,V126561,1206,165,09-09-2019,11:32:00
3,P203824,633,0,29-11-2019,13:51:00
1,X110622,1259,0,18-07-2019,15:42:00
2,P286634,1062,25,30-06-2019,13:00:00
3,N119221,801,0,13-02-2019,10:49:00
2,T664783,503,1,18-12-2019,17:00:00
3,M855788,1145,27,27-12-2019,18:33:00
2,A166733,1089,8,23-11-2019,17:40:00
3,Y193775,198,0,03-08-2019,15:39:00
3,K669566,96,5,04-04-2019,09:51:00
2,T659609,1260,19,30-03-2019,11:25:00
3,B861430,946,1,22-10-2019,14:37:00
2,B861430,816,0,24-05-2019,17:58:00
3,S274120,1126,0,07-02-2019,10:57:00
3,A166733,250,24,16-03-2019,09:39:00
3,H438047,1195,16,24-06-2019,10:00:00
3,K273930,144,29,26-03-2019,16:49:00
2,X110622,543,2,09-07-2019,18:32:00
2,E778362,373,0,06-04-2019,12:54:00
3,A166733,1160,9,01-12-2019,12:48:00
2,X991580,441,15,17-09-2019,19:24:00
2,K273930,1396,0,17-03-2019,19:16:00
2,G586239,733,30,23-02-2019,17:46:00
3,I281837,32,2,15-03-2019,15:42:00
2,X110622,675,3,03-08-2019,11:56:00
3,I543040,543,2,14-02-2019,10:28:00
3,M855788,1135,0,11-02-2019,10:56:00
3,K399501,260,20,20-09-2019,08:25:00
3,N772493,210,0,03-05-2019,10:38:00
1,U641256,900,11,28-04-2019,09:20:00
1,B971624,1186,10,24-06-2019,13:36:00
1,B971624,412,10,01-01-2019,08:39:00
3,P203824,1472,0,28-04-2019,18:41:00
3,L736768,1220,15,31-05-2019,15:12:00
2,X110622,1025,0,02-12-2019,08:10:00
2,P286634,917,0,11-07-2019,11:12:00
3,K222775,1233,0,31-05-2019,18:58:00
3,U194381,1217,27,29-09-2019,11:53:00
3,C206355,228,0,29-12-2019,18:19:00
2,X409223,479,0,26-02-2019,08:23:00
3,K273930,1379,0,24-09-2019,11:51:00
3,J192194,662,20,22-12-2019,15:19:00
1,J192194,341,0,09-03-2019,19:11:00
2,K669566,427,0,24-03-2019,09:33:00
3,K273930,1024,1,04-06-2019,12:12:00
3,E243130,1377,25,14-01-2019,19:34:00
3,V228277,530,213,30-11-2019,09:17:00
2,X825147,5,29,26-01-2019,17:27:00
2,X825147,180,3,29-10-2019,18:49:00
1,K222775,98,0,07-02-2019,12:56:00
1,I543040,921,27,18-05-2019,11:39:00
2,I543040,568,0,10-12-2019,18:34:00
2,K222775,988,18,21-06-2019,12:22:00
3,S564705,583,25,17-01-2019,14:42:00
2,I281837,853,11,08-10-2019,18:53:00
2,A475155,64,3,10-01-2019,12:18:00
3,K669566,291,0,22-03-2019,17:30:00
3,A166733,422,144,08-04-2019,10:36:00
3,N772493,561,26,09-11-2019,10:54:00
1,X825147,645,18,26-07-2019,18:06:00
1,P286634,1373,21,27-07-2019,09:01:00
1,K222775,1171,11,05-07-2019,18:21:00
3,E137708,1477,1,13-12-2019,08:51:00
3,I992869,609,0,12-05-2019,12:58:00
2,T398672,1176,15,03-01-2019,13:34:00
2,D774655,982,0,27-02-2019,09:23:00
2,K399501,107,0,08-04-2019,14:37:00
3,D774655,560,0,19-05-2019,08:11:00
3,J419954,971,0,11-01-2019,13:05:00
3,S704443,686,0,01-03-2019,18:28:00
2,X110622,806,0,03-01-2019,18:03:00
2,J173690,593,6,11-08-2019,08:03:00
3,I281837,598,1,07-01-2019,08:13:00
3,V732706,1072,5,17-05-2019,19:35:00
3,B651033,1487,0,08-03-2019,10:37:00
3,E778362,315,0,18-04-2019,11:06:00
1,T398672,584,4,31-08-2019,15:48:00
3,N620104,669,0,16-07-2019,16:25:00
2,X110622,499,44,13-06-2019,15:30:00
3,E778362,1347,0,02-02-2019,15:04:00
2,N620104,266,246,21-01-2019,14:12:00
2,B971624,1410,234,25-07-2019,09:04:00
2,K222775,741,0,21-03-2019,11:21:00
2,I992869,1206,0,31-10-2019,17:14:00
3,F533051,1082,226,07-07-2019,12:18:00
2,D774655,1050,20,31-12-2019,19:18:00
3,J632516,945,34,25-02-2019,15:08:00
1,N470942,264,63,21-10-2019,19:57:00
1,I281837,1155,0,17-05-2019,13:48:00
3,U641256,23,27,12-01-2019,09:36:00
2,U194381,624,0,26-04-2019,17:16:00
3,B971624,1469,23,02-07-2019,10:26:00
2,E243130,1171,112,16-06-2019,14:35:00
2,G727038,952,6,27-01-2019,19:33:00
1,X110622,639,0,17-06-2019,12:12:00
3,G586239,1255,26,20-07-2019,10:54:00
2,I992869,255,11,19-05-2019,16:34:00
3,T387561,1431,9,02-07-2019,13:29:00
3,K273930,1194,19,28-10-2019,10:41:00
2,K273930,1302,0,09-06-2019,08:36:00
1,X825147,577,5,12-05-2019,18:06:00
3,I992869,405,23,16-07-2019,18:11:00
3,K399501,1472,176,03-07-2019,13:56:00
3,I992869,1073,0,02-07-2019,14:40:00
2,S564705,1470,299,15-07-2019,19:52:00
3,S274120,365,0,03-03-2019,19:04:00
2,N470942,917,146,17-02-2019,17:04:00
1,M163408,189,21,01-08-2019,10:54:00
3,D411745,1327,0,04-03-2019,12:30:00
3,E137708,566,12,06-03-2019,11:21:00
3,B861430,1156,181,10-01-2019,14:29:00
2,M855788,235,17,22-09-2019,09:08:00
1,V828034,148,0,21-05-2019,19:36:00
2,T659609,332,0,03-07-2019,15:37:00
1,M855788,466,0,06-08-2019,16:34:00
3,E243130,721,30,21-06-2019,09:18:00
3,I543040,1482,0,09-03-2019,12:49:00
1,P286634,1042,194,16-10-2019,16:40:00
2,X825147,1364,10,23-02-2019,11:41:00
3,V126561,927,27,30-06-2019,13:09:00
3,H438047,993,23,01-01-2019,09:33:00
3,V732706,435,0,17-03-2019,17:10:00
3,E988252,217,0,14-07-2019,12:08:00
2,X991580,15,0,17-04-2019,13:39:00
3,K418200,1096,2,29-06-2019,15:42:00
3,E137708,721,1,25-11-2019,13:54:00
2,L736768,708,27,16-10-2019,18:57:00
2,S704443,428,7,21-01-2019,12:01:00
1,E137708,1238,0,21-11-2019,16:41:00
3,B971624,722,0,19-03-2019,18:28:00
2,J192194,428,0,14-10-2019,19:55:00
3,J173690,993,191,07-02-2019,16:14:00
1,V126561,190,0,23-06-2019,18:07:00
3,V828034,426,13,22-04-2019,18:46:00
3,K915074,1457,0,18-11-2019,13:59:00
1,V126561,513,59,17-11-2019,12:09:00
3,U194381,970,21,03-06-2019,17:12:00
1,S704443,310,0,23-12-2019,11:07:00
3,V732706,1176,3,29-06-2019,14:06:00
2,E988252,21,2,19-12-2019,14:29:00
3,X991580,1344,59,09-12-2019,10:37:00
3,E778362,549,25,12-04-2019,08:37:00
3,N119221,367,7,31-08-2019,18:31:00
2,M163408,1287,9,03-08-2019,15:32:00
1,D411745,1236,0,03-01-2019,12:46:00
1,O856292,653,6,12-05-2019,16:42:00
3,T398672,1084,0,07-12-2019,11:22:00
2,S564705,176,96,04-09-2019,19:05:00
2,U194381,483,6,12-05-2019,08:00:00
1,K418200,1290,0,12-05-2019,19:31:00
2,N470942,915,4,15-07-2019,15:34:00
3,M794992,875,0,21-05-2019,09:57:00
2,X825147,1139,7,20-06-2019,10:31:00
2,K915074,1148,15,20-07-2019,19:09:00
3,J419954,1301,1,22-07-2019,18:07:00
3,U194381,1064,0,12-03-2019,17:48:00
3,K399501,881,0,01-05-2019,10:48:00
3,E988252,544,9,11-05-2019,13:50:00
3,B971624,1230,4,16-04-2019,16:30:00
3,K399501,1105,23,18-04-2019,13:01:00
3,V228277,1165,285,19-10-2019,11:31:00
2,J192194,253,30,06-06-2019,15:23:00
3,D774655,543,0,05-03-2019,10:28:00
3,F542348,1413,0,12-10-2019,12:01:00
3,P203824,1292,0,01-07-2019,15:44:00
3,K669566,813,0,08-12-2019,11:56:00
2,U194381,977,2,01-03-2019,12:28:00
2,E243130,547,145,01-03-2019,12:39:00
3,N772493,92,0,27-10-2019,13:52:00
3,T664783,420,0,25-05-2019,14:08:00
3,E137708,20,16,17-11-2019,19:19:00
2,F533051,1002,0,27-02-2019,18:03:00
3,N119221,689,26,01-03-2019,08:43:00
3,F542348,217,0,05-12-2019,14:24:00
3,U194381,587,0,01-06-2019,10:06:00
2,Y193775,395,0,17-03-2019,08:55:00
2,D774655,628,3,30-12-2019,16:30:00
3,K418200,330,28,02-03-2019,19:53:00
1,L736768,776,5,23-03-2019,16:18:00
2,M163408,984,8,23-07-2019,18:18:00
2,O856292,182,3,14-08-2019,15:08:00
3,A475155,1434,0,12-11-2019,08:47:00
2,K418200,1311,23,07-01-2019,14:37:00
3,V228277,1397,119,06-04-2019,16:16:00
3,I281837,915,0,02-04-2019,18:06:00
2,E988252,22,18,27-03-2019,16:12:00
3,P203824,710,0,02-09-2019,18:37:00
3,X991580,1000,0,04-05-2019,19:52:00
2,J419954,1312,22,06-12-2019,09:37:00
2,V126561,290,0,27-06-2019,18:43:00
2,E137708,212,16,06-02-2019,16:15:00
3,K669566,1434,24,09-10-2019,17:37:00
3,O856292,542,0,14-04-2019,14:46:00
3,G727038,357,4,28-09-2019,14:03:00
1,K222775,146,3,15-07-2019,15:20:00
3,D411745,629,0,23-06-2019,15:59:00
3,X991580,76,27,19-09-2019,18:30:00
3,O362956,533,32,08-09-2019,12:01:00
3,C319958,65,0,24-12-2019,17:25:00
2,K669566,1377,0,09-11-2019,17:48:00
2,H438047,765,28,18-06-2019,19:19:00
2,A475155,518,12,28-12-2019,09:56:00
2,G586239,1216,0,05-09-2019,10:07:00
2,V126561,450,24,18-03-2019,17:55:00
2,I543040,272,17,24-02-2019,10:34:00
3,J419954,1117,5,15-02-2019,09:36:00
1,O362956,1453,163,26-11-2019,10:58:00
2,J173690,725,0,26-09-2019,12:12:00
2,T664783,1143,12,17-01-2019,14:51:00
3,N119221,78,0,15-06-2019,13:27:00
2,X825147,1347,18,12-09-2019,17:53:00
2,J173690,962,0,05-09-2019,18:17:00
1,J419954,959,3,14-06-2019,16:06:00
3,J173690,590,0,14-02-2019,17:00:00
3,G586239,1055,0,23-05-2019,14:26:00
2,M855788,323,31,27-01-2019,17:28:00
3,V732706,1333,14,27-06-2019,16:36:00
3,T387561,1375,23,26-02-2019,17:04:00
2,K273930,85,0,23-01-2019,10:48:00
2,V126561,1473,25,01-12-2019,10:21:00
2,T398672,137,7,24-08-2019,13:24:00
1,X110622,1138,204,08-08-2019,08:30:00
2,I543040,1273,16,24-05-2019,17:28:00
3,X825147,1190,30,24-10-2019,18:26:00
3,B651033,256,0,18-08-2019,16:11:00
3,X825147,1148,299,08-10-2019,18:10:00
2,E243130,268,16,09-02-2019,10:22:00
3,P203824,753,0,17-11-2019,18:24:00
2,T387561,1224,18,22-10-2019,12:41:00
2,G586239,1395,14,18-02-2019,19:14:00
3,U641256,259,4,19-09-2019,15:31:00
3,X825147,313,17,03-10-2019,13:53:00
3,S704443,100,7,22-05-2019,15:42:00
1,D411745,1100,26,08-05-2019,18:48:00
2,J173690,926,57,20-12-2019,14:46:00
3,C319958,253,26,10-09-2019,16:12:00
3,V828034,824,0,28-03-2019,11:07:00
2,N470942,280,0,08-04-2019,19:06:00
1,X409223,1020,0,31-05-2019,13:58:00
3,D411745,1025,215,08-11-2019,12:17:00
3,E137708,1320,0,07-08-2019,10:31:00
2,X409223,1065,0,07-03-2019,11:07:00
2,V228277,653,12,11-09-2019,16:40:00
3,A475155,1323,0,24-01-2019,12:49:00
3,T664783,1201,0,18-02-2019,13:13:00
3,H438047,395,0,09-03-2019,15:03:00
2,I281837,413,74,10-06-2019,19:26:00
1,D411745,388,15,07-04-2019,15:04:00
2,B651033,1319,13,26-07-2019,10:16:00
3,J419954,1285,21,27-10-2019,17:29:00
3,N470942,983,28,04-06-2019,10:03:00
2,H438047,512,26,23-11-2019,10:12:00
3,F542348,157,0,13-05-2019,15:27:00
1,U641256,713,0,04-03-2019,08:51:00
1,K418200,462,0,22-06-2019,15:59:00
1,U559430,1419,2,22-08-2019,17:25:00
3,E988252,1184,162,28-05-2019,11:15:00
3,T387561,1019,23,07-01-2019,19:31:00
3,Q921541,631,0,02-06-2019,14:42:00
2,T664783,578,19,25-06-2019,14:15:00
3,G727038,335,5,12-10-2019,19:39:00
2,I992869,965,11,23-12-2019,13:21:00
3,D774655,378,205,21-11-2019,12:40:00
3,C319958,192,257,03-08-2019,13:53:00
3,X991580,1363,12,29-09-2019,19:35:00
2,J192194,801,0,07-12-2019,12:07:00
2,K669566,597,27,27-01-2019,14:27:00
3,C206355,852,0,17-01-2019,17:11:00
1,N470942,1434,0,16-07-2019,12:30:00
3,U641256,121,19,26-01-2019,08:35:00
2,X825147,1165,0,30-09-2019,14:44:00
2,I992869,1136,0,01-06-2019,09:32:00
2,E243130,615,9,06-11-2019,16:03:00
3,E778362,972,8,26-02-2019,17:53:00
1,Y193775,282,27,20-04-2019,14:42:00
3,B651033,128,23,23-02-2019,10:06:00
2,P203824,109,195,26-03-2019,09:14:00
3,U194381,398,197,18-12-2019,12:24:00
2,B971624,1115,22,08-04-2019,13:01:00
2,C206355,113,0,01-03-2019,15:21:00
3,H438047,767,28,10-11-2019,18:27:00
2,F542348,1206,0,29-10-2019,16:27:00
3,I992869,597,0,26-04-2019,14:07:00
3,T398672,1218,6,06-10-2019,15:29:00
3,U194381,991,6,01-12-2019,10:07:00
3,K399501,499,0,02-07-2019,17:34:00
2,M855788,198,0,04-06-2019,12:08:00
2,U194381,480,0,29-09-2019,10:54:00
1,D774655,639,0,08-03-2019,19:58:00
3,A475155,551,205,08-08-2019,12:01:00
3,N620104,1385,0,15-01-2019,14:53:00
